"","Code","Intervention","Platform","HPP","Urgency","Objective","Original Unit Cost","Original Currency","Year","Country","Base population","Multiplier","Multiplier type","Multiplier2","Multiplier2 type","Multipliers","PIN","Coverage","Target Coverage","ID","exchange","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange_end","gni","gni_selected_country","gni_adjust","tradable_uc","nontradable_uc","adjusted_uc"
"35","C29","Household HIV testing and counseling in high-prevalence settings, with appropriate referral or linkage to care and immediate initiation of lifelong ART","Community",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","5.88","USD","2007.0","Kenya","1.22946252E8","0.5","Not attending health facilities","0.5","Homebased","Population","30736563","0.16","0.8",35,67.3176381242857,"Kenya","2007.0",49,69.7546612757899,159.647316938312,2.28869747223218,1.4246097187023,101.504369498594,1371.233332,794.4947062,0.579401541414689,2.51301154379086,3.61982466146782,6.13283620525868
"36","C3","Management of labour and delivery in low risk women by skilled attendants","Community",1,"Urgent","Mortality reduction; under-5","8.0","USD","2008.0","India","2.7325553E7","1.0","Fertility, LI","1.0","NA","Fertility","27325553","0.5","0.8",36,43.5051833333333,"India","2008.0",50,80.5305542396968,155.94504973946,1.9364705882353,1.35931234443884,67.1953128073894,1679.056423,794.4947062,0.47317927814508,3.26234962665322,3.32220687549155,6.58455650214477
"37","C30","Provision of condoms to key populations, including sex workers, men who have sex with men, people who inject drugs, transgender populations, and prisoners","Community",1,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","1.54","USD","2001.0","Tanzania","1.22946252E8","0.105","High-risk","0.64","Condom-use","Population","8261988.134","0.0","0.8",37,876.411666666667,"Tanzania","2001.0",43,54.3693638718957,166.198224024889,3.05683591252756,1.76030083562665,2177.08595381578,1030.71271,794.4947062,0.770820713174285,0.813258986059511,1.02253183610004,1.83579082215955
"38","C31","Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs","Health center",1,"Chronic","Mortality reduction: age 5+; group II-III causes","6.64","USD","2016.0","LIC","2771859.0","1.0","NA","1.0","NA","None","2771859","0.01","0.8",38,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,2.02012582796342,4.648,6.66812582796342
"39","C32","Routine contact tracing to identify individuals exposed to TB and link them to care","Community",0,"Chronic","Mortality reduction: age 5+; group I causes","6.6","USD","2011.0","Malaysia","1207369.0","1.0","NA","1.0","NA","None","1207369","0.56","0.8",39,3.06000301052058,"Malaysia","2011.0",53,103.174470921513,115.147475420763,1.11604619236049,1.17315521153989,4.14830066287879,10903.27251,794.4947062,0.072867545543902,2.32284731884899,0.277146829426401,2.59999414827539
"40","C33.1","For malaria due to P. vivax, test for G6PD deficiency; if normal, add chloroquine or chloroquine plus 14-day course of primaquine","Community",0,"Urgent","Mortality reduction; under-5","0.92","USD","2016.0","LIC","1.09263938E8","0.9500331","Non-G6pd","1.0","NA","Population","103804357.7","0.19","0.8",40,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0.932989840224069,0,0.932989840224069
"41","C33.2","For malaria due to P. vivax, test for G6PD deficiency; if normal, add chloroquine or chloroquine plus 14-day course of primaquine","Community",0,"Urgent","Mortality reduction; under-5","0.35","USD","2016.0","LIC","1.09263938E8","0.0499669","G6pd","1.0","NA","Population","5459580.264","0.19","0.8",41,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0.354941787041765,0,0.354941787041765
"42","C34","Conduct larviciding and water-management programs in high malaria transmission areas where mosquito breeding sites can be identified and regularly targeted","Community",0,"Time-bound (non-urgent)","Mortality reduction; under-5","1.594","USD","2006.0","Kenya","8.965074378E8","0.96245412","Malaria endemic","0.1","Assumption","Population","86284727.71","0.19","0.8",42,72.1008350178621,"Kenya","2006.0",48,63.5526356768982,159.647316938312,2.51204871738065,1.48518345750596,101.504369498594,1371.233332,794.4947062,0.579401541414689,0.710214729379348,1.15358504561095,1.8637997749903
"43","C35.1","In all malaria-endemic countries, diagnosis with rapid test or microscopy (including speciation) followed by treatment with ACTs (or current first-line combination)","Community",1,"Urgent","Mortality reduction; under-5","1.29","USD","2011.0","Uganda","1.09263938E8","0.96245412","Malaria endemic","2.159090909","Assumptions","Population","227053297.6","0.65","0.8",43,2522.80203252264,"Uganda","2011.0",53,116.564349617452,158.52031485061,1.35993822614592,1.17315521153989,3420.09800724736,739.9446253,794.4947062,1.0737218421958,0.454011066865939,0.972620323759455,1.42663139062539
"44","C35.2","In all malaria-endemic countries, diagnosis with rapid test or microscopy (including speciation) followed by treatment with ACTs (or current first-line combination)","Community",1,"Urgent","Mortality reduction; under-5","1.53","USD","2011.0","Uganda","1.09263938E8","0.03754588","Malaria elimination setting","2.159090909","Assumptions","Population","8857477.657","0.65","0.8",44,2522.80203252264,"Uganda","2011.0",53,116.564349617452,158.52031485061,1.35993822614592,1.17315521153989,3420.09800724736,739.9446253,794.4947062,1.0737218421958,0.538478242096811,1.15357294213331,1.69205118423012
"45","C35.3","In all malaria-endemic countries, diagnosis with rapid test or microscopy (including speciation) followed by treatment with ACTs (or current first-line combination)","Community",1,"Urgent","Mortality reduction; under-5","5.96","USD","2005.0","Tanzania","1.09263938E8","0.95","Uncomplicated","0.65","Diagnostic available","Population","67470481.72","0.19","0.8",45,1128.93417916192,"Tanzania","2005.0",47,66.3325465984336,166.198224024889,2.50553058110411,1.54597918198005,2177.08595381578,1030.71271,794.4947062,0.770820713174285,2.76421077738033,4.17821159441737,6.9424223717977
"46","C36","In high malaria transmission settings where rapid tests and microscopy are unavailable, presumptive treatment of febrile illness with ACTs (non-severe cases) or ACTs plus antibiotics (severe cases)","Community",1,"Urgent","Mortality reduction; under-5","3.05","USD","2011.0","Uganda","1.09263938E8","0.95","Uncomplicated","0.35","Diagnostic unavailable","Population","36330259.39","0.19","0.8",46,2522.80203252264,"Uganda","2011.0",53,116.564349617452,158.52031485061,1.35993822614592,1.17315521153989,3420.09800724736,739.9446253,794.4947062,1.0737218421958,1.073437018559,2.29960619183437,3.37304321039337
"47","C37","In high malaria transmission settings, intermittent preventive treatment in infancy (except where seasonal malaria chemoprophylaxis is being provided)","Community",1,"Time-bound (non-urgent)","Mortality reduction; under-5","0.384","USD","2006.0","Tanzania","2.7014418E7","0.96245412","Malaria endemic","1.0","NA","Population","26000137.9","0.36","0.8",47,1251.89997292515,"Tanzania","2006.0",48,71.1423013909823,166.198224024889,2.33613786418717,1.48518345750596,2177.08595381578,1030.71271,794.4947062,0.770820713174285,0.171093134304686,0.278339705539527,0.449432839844213
"48","C38","In low malaria transmision settings, addition of single low-dose primaquine to first-line treatment","Community",0,"Urgent","Mortality reduction; under-5","0.02","USD","2016.0","LIC","21849.0","1.0","NA","1.0","NA","None","21849","0.19","0.8",48,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0.020282387830958,0,0.020282387830958
"49","C39","In low malaria transmission settings, case investigation, reactive case detection, proactive case detection (including mass screening and treatment)","Community",0,"Time-bound (non-urgent)","Mortality reduction; under-5","4.67","USD","2010.0","Kenya","21849.0","5.0","Household members","1.0","NA","Population","109245","0.19","0.8",49,79.2331517045455,"Kenya","2010.0",52,100,159.647316938312,1.59647316938312,1.21232662515201,101.504369498594,1371.233332,794.4947062,0.579401541414689,1.69846960183796,2.36036075148269,4.05883035332065
"50","C4","Promotion of breastfeeding or complementary feeding by lay health workers","Community",0,"Time-bound (non-urgent)","Mortality reduction; under-5","8.38","BDT","2011.0","Bangladesh","2.8199878E7","1.0","Fertility, LI","1.0","NA","Fertility","28199878","0.48","0.8",50,74.1524,"Bangladesh","2011.0",53,111.39516515524,152.529140322278,1.36926176382713,1.17315521153989,78.4680916666667,1287.265014,794.4947062,0.617195913474892,0.0397736580584215,0.063176925994367,0.102950584052788
"51","C40","In the Sahel region, seasonal malaria chemoprophylaxis","Community",1,"Time-bound (non-urgent)","Mortality reduction; under-5","22.53","USD","2015.0","Ghana","2.2380319E7","1.0","NA","1.0","NA","None","22380319","0.4","0.8",51,3.668025,"Ghana","2015.0",57,175.970507396014,206.685516654195,1.17454634707087,1.02836380250302,3.9098,2302.11084,794.4947062,0.345115748727372,6.9507109411179,5.99752287353787,12.9482338146558
"52","C41","Mass drug administration in low malaria transmission settings (including high-risk groups in geographic or demographic clusters)","Community",0,"Time-bound (non-urgent)","Mortality reduction; under-5","0.7","USD","2012.0","Sierra Leone","3.3660161E7","1.0","NA","1.0","NA","None","33660161","0.19","0.8",52,4344.03764170108,"Sierra Leone","2012.0",54,113.823784722222,148.69140625,1.3063298379409,1.1191837358014,6289.94008459513,609.8580722,794.4947062,1.30275344775538,0.783428615060982,0,0.783428615060982
"53","C42","Management of lymphedema","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",53,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,2.00187167891556,4.606,6.60787167891556
"54","C43.1","Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases","Community",1,"Time-bound (non-urgent)","Reduction in disability","259.3","USD","2004.0","Colombia","228.0","1.0","NA","1.0","NA","None","228","0.4","0.8",54,2628.6129025,"Colombia","2004.0",46,75.8409400661986,126.425618178278,1.66698379619142,1.59811358115263,3054.12167321081,7880.797694,794.4947062,0.100813995873144,124.317255477863,26.2538539105699,150.571109388433
"55","C43.2","Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases","Community",1,"Time-bound (non-urgent)","Reduction in disability","600.4","USD","2007.0","Angola","10120.0","1.0","NA","1.0","NA","None","10120","0.4","0.8",55,76.70614275,"Angola","2007.0",49,68.292701659282,213.197420100571,3.12181850945407,1.4246097187023,163.656434116579,5983.47358,794.4947062,0.132781518223065,256.600702532658,81.6546769696662,338.255379502324
"56","C43.3","Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases","Community",1,"Time-bound (non-urgent)","Reduction in disability","195.6","USD","2010.0","Nigeria","126465.0","1.0","NA","1.0","NA","None","126465","0.4","0.8",56,150.298025,"Nigeria","2010.0",52,100,183.853081818277,1.83853081818277,1.21232662515201,253.492,3331.449808,794.4947062,0.238483168586882,71.1393263639198,35.5946358021689,106.733962166089
"57","C43.4","Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases","Community",1,"Time-bound (non-urgent)","Reduction in disability","26.7","USD","2003.0","Afghanistan","1562501.0","1.0","NA","1.0","NA","None","1562501","0.4","0.8",57,48.7627535833333,"Afghanistan","2003.0",45,63.5233948093157,138.708665508891,2.18358395242046,1.64668398742473,67.8660857692308,626.3033517,794.4947062,1.26854615106796,13.1899387392721,37.1981111195398,50.3880498588119
"58","C43.5","Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases","Community",1,"Time-bound (non-urgent)","Reduction in disability","220.3","USD","2010.0","Sudan","25427.0","1.0","NA","1.0","NA","None","25427","0.4","0.8",58,2.30600092016667,"Sudan","2010.0",52,100,349.819404694908,3.49819404694908,1.21232662515201,6.21171364583333,1980,794.4947062,0.401259952626263,80.1226666562962,80.3582185561282,160.480885212424
"59","C44","Total Community Treatment for yaws","Community",0,"Time-bound (non-urgent)","Reduction in disability","3.86","USD","2012.0","Benin","453.0","1.0","NA","1.0","NA","None","453","0.4","0.8",59,510.52713590197,"Benin","2012.0",54,109.648834808467,108.879901044885,0.992987305656962,1.1191837358014,593.008170424934,852.7042099,794.4947062,0.931735409507564,1.29601476605803,2.15218596906181,3.44820073511984
