"","Code","Platform","Urgency","Objective","HPP","Intervention","LIC.Unit.Price","LIC.PIN","LIC.Coverage","LIC.Target","LMIC.Unit.Price","LMIC.PIN","LMIC.Coverage","LMIC.Target"
"32","C27.1","Community","Time-bound (non-urgent)","Mortality reduction; under-5",1,"Provision of iron and folic acid supplementation to pregnant women, and provision of food or caloric supplementation to pregnant women in food insecure households",2.45452707194502,"40367692","0.39","0.8",3.52235930247264,"85725346","0.5","0.8"
"33","C27.2","Community","Time-bound (non-urgent)","Mortality reduction; under-5",1,"Provision of iron and folic acid supplementation to pregnant women, and provision of food or caloric supplementation to pregnant women in food insecure households",0.340498580135647,"7485051.887","0.39","0.8",0.797700820046264,"25632317.69","0.5","0.8"
"34","C28","Community","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",1,"Community-based HIV testing and counseling (for example, mobile units and venue-based testing), with appropriate referral or linkage to care and immediate initiation of lifelong ART",21.7256765570643,"30736563","0.16","0.8",49.6502794237651,"40316814","0.03","0.8"
"35","C29","Community","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Household HIV testing and counseling in high-prevalence settings, with appropriate referral or linkage to care and immediate initiation of lifelong ART",6.13283620525868,"30736563","0.16","0.8",14.0155373505395,"40316814","0.03","0.8"
"36","C3","Community","Urgent","Mortality reduction; under-5",1,"Management of labour and delivery in low risk women by skilled attendants",6.58455650214477,"27325553","0.5","0.8",13.8191511003478,"58108505","0.62","0.8"
"37","C30","Community","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",1,"Provision of condoms to key populations, including sex workers, men who have sex with men, people who inject drugs, transgender populations, and prisoners",1.83579082215955,"8261988.134","0.0","0.8",4.06250444210697,"3951048.0","0.0","0.8"
"38","C31","Health center","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs",6.66812582796342,"2771859","0.01","0.8",0.1806853860101,"11939490","0.01","0.8"
"39","C32","Community","Chronic","Mortality reduction: age 5+; group I causes",0,"Routine contact tracing to identify individuals exposed to TB and link them to care",2.59999414827539,"1207369","0.56","0.8",3.20352217353742,"4690082","0.54","0.8"
"40","C33.1","Community","Urgent","Mortality reduction; under-5",0,"For malaria due to P. vivax, test for G6PD deficiency; if normal, add chloroquine or chloroquine plus 14-day course of primaquine",0.932989840224069,"103804357.7","0.19","0.8",0.932989840224069,"164201517.1","0.49","0.8"
"41","C33.2","Community","Urgent","Mortality reduction; under-5",0,"For malaria due to P. vivax, test for G6PD deficiency; if normal, add chloroquine or chloroquine plus 14-day course of primaquine",0.354941787041765,"5459580.264","0.19","0.8",0.354941787041765,"8252076.926","0.49","0.8"
"42","C34","Community","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Conduct larviciding and water-management programs in high malaria transmission areas where mosquito breeding sites can be identified and regularly targeted",1.8637997749903,"86284727.71","0.19","0.8",4.37590105354477,"237710078.4","0.49","0.8"
"43","C35.1","Community","Urgent","Mortality reduction; under-5",1,"In all malaria-endemic countries, diagnosis with rapid test or microscopy (including speciation) followed by treatment with ACTs (or current first-line combination)",1.42663139062539,"227053297.6","0.65","0.8",3.54465534400473,"338257779.7","0.8","0.8"
"44","C35.2","Community","Urgent","Mortality reduction; under-5",1,"In all malaria-endemic countries, diagnosis with rapid test or microscopy (including speciation) followed by treatment with ACTs (or current first-line combination)",1.69205118423012,"8857477.657","0.65","0.8",4.20412610568003,"41924007.06","0.8","0.8"
"45","C35.3","Community","Urgent","Mortality reduction; under-5",1,"In all malaria-endemic countries, diagnosis with rapid test or microscopy (including speciation) followed by treatment with ACTs (or current first-line combination)",6.9424223717977,"67470481.72","0.19","0.8",16.0410932745989,"133823988.9","0.49","0.8"
"46","C36","Community","Urgent","Mortality reduction; under-5",1,"In high malaria transmission settings where rapid tests and microscopy are unavailable, presumptive treatment of febrile illness with ACTs (non-severe cases) or ACTs plus antibiotics (severe cases)",3.37304321039337,"36330259.39","0.19","0.8",8.38077426295693,"33455997.24","0.49","0.8"
"47","C37","Community","Time-bound (non-urgent)","Mortality reduction; under-5",1,"In high malaria transmission settings, intermittent preventive treatment in infancy (except where seasonal malaria chemoprophylaxis is being provided)",0.449432839844213,"26000137.9","0.36","0.8",1.05555852846911,"52943834.3","0.5","0.8"
"48","C38","Community","Urgent","Mortality reduction; under-5",0,"In low malaria transmision settings, addition of single low-dose primaquine to first-line treatment",0.020282387830958,"21849","0.19","0.8",0.020282387830958,"3134","0.49","0.8"
"49","C39","Community","Time-bound (non-urgent)","Mortality reduction; under-5",0,"In low malaria transmission settings, case investigation, reactive case detection, proactive case detection (including mass screening and treatment)",4.05883035332065,"109245","0.19","0.8",9.19886340438118,"15670","0.49","0.8"
"50","C4","Community","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Promotion of breastfeeding or complementary feeding by lay health workers",0.102950584052788,"28199878","0.48","0.8",0.240527641912045,"58334371","0.33","0.8"
"51","C40","Community","Time-bound (non-urgent)","Mortality reduction; under-5",1,"In the Sahel region, seasonal malaria chemoprophylaxis",12.9482338146558,"22380319","0.4","0.8",26.0087228840116,"36435397","0.5","0.8"
"52","C41","Community","Time-bound (non-urgent)","Mortality reduction; under-5",0,"Mass drug administration in low malaria transmission settings (including high-risk groups in geographic or demographic clusters)",0.783428615060982,"33660161","0.19","0.8",0.783428615060982,"294620246","0.49","0.8"
"53","C42","Community","Chronic","Reduction in disability",0,"Management of lymphedema",6.60787167891556,"19775899","0.05","0.8",14.4107839806137,"58935023","0.08","0.8"
"54","C43.1","Community","Time-bound (non-urgent)","Reduction in disability",1,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",150.571109388433,"228","0.4","0.8",207.742741620191,"763062","0.5","0.8"
"55","C43.2","Community","Time-bound (non-urgent)","Reduction in disability",1,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",338.255379502324,"10120","0.4","0.8",516.070460580126,"379","0.5","0.8"
"56","C43.3","Community","Time-bound (non-urgent)","Reduction in disability",1,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",106.733962166089,"126465","0.4","0.8",184.246522205347,"284731","0.5","0.8"
"57","C43.4","Community","Time-bound (non-urgent)","Reduction in disability",1,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",50.3880498588119,"1562501","0.4","0.8",131.392413480497,"1985384","0.5","0.8"
"58","C43.5","Community","Time-bound (non-urgent)","Reduction in disability",1,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",160.480885212424,"25427","0.4","0.8",335.472737217838,"194311","0.5","0.8"
"59","C44","Community","Time-bound (non-urgent)","Reduction in disability",0,"Total Community Treatment for yaws",3.44820073511984,"453","0.4","0.8",8.1349025479921,"58915","0.5","0.8"
"60","C45","Community","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Identify and refer patients with high risk including pregnant women, young children, and those with underlying medical conditions",0.0903812235717933,"896507438","0.05","0.8",0.0903812235717933,"2671721030","0.08","0.8"
"61","C46","Community","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"Provide advice and guidance on how to recognise early symptoms and signs and when to seek medical attention",0.0903812235717933,"896507438","0.05","0.8",0.0903812235717933,"2671721030","0.08","0.8"
"62","C48","Community","Chronic","Reduction in disability",0,"Self-managed treatment of migraine",0.168589295142172,"99371080","0.3","0.8",0.176492616647682,"386443135","0.5","0.8"
"63","C49","Community","Time-bound (non-urgent)","Reduction in disability",0,"Early identification of lead poisoning and counseling of families in remediation strategies for sources of environmental exposure",0.188578933795979,"896507.4378","0.05","0.8",0.440584642404521,"8015163.09","0.08","0.8"
"64","C5.1","Community","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",1,"Tetanus toxoid immunisation for school-aged children",0.502117908732185,"125725951","0.33","0.8",0.532244983256116,"331516343","0.33","0.8"
"65","C5.2","Health center","Time-bound (non-urgent)","Mortality reduction; under-5",1,"Tetanus toxoid immunisation among women attending antenatal care",0.385365368788203,"40367692","0.46","0.8",0.436071338365598,"85725346","0.65","0.8"
"66","C50","Community","Time-bound (non-urgent)","Reduction in disability",0,"Parent training for high-risk families, including nurse home visitation for child maltreatment",2.31771353362896,"66936","0.05","0.8",5.10039737681381,"158880","0.08","0.8"
"67","C51","Community","Time-bound (non-urgent)","Mortality reduction; under-5",0,"WASH behavior change interventions, such as community-led total sanitation",0.374524506186866,"179301487.6","0.46","0.8",0.787970844803488,"534344205.8","0.62","0.8"
"68","C52","Community","Chronic","Reduction in disability",0,"Cardiac and pulmonary rehabilitation programs",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"69","C53","Community","Time-bound (non-urgent)","Reduction in disability",0,"Early childhood development rehabilitation interventions, including motor, sensory, and language stimulation",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"70","C54","Community","Chronic","Reduction in disability",0,"Functional interventions for self-care for individuals with disabilities",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"71","C55","Community","Chronic","Reduction in disability",0,"Individualized environmental modifications (for example, adaptations to a house)",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"72","C56","Community","Chronic","Reduction in disability",0,"Pressure area prevention and supportive seating interventions for wheelchair users",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"73","C57","Community","Chronic","Reduction in disability",0,"Provision and training in the use of basic assistive products (such as canes, braille displays, and other aides) and compensatory strategies needed to communicate and perform activities of daily living",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"74","C58","Community","Chronic","Reduction in disability",0,"Training and retraining for disorders of speech, swallowing, communication, and cognition",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"75","C59","Community","Chronic","Reduction in disability",0,"Training, retraining, and exercise programs that address musculoskeletal injuries and disorders, including chronic low back and neck pain",6.58,"19775899","0.05","0.8",14.35,"58935023","0.08","0.8"
"76","C6","Community","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes",0,"HIV education and counseling for pregnant women, sex workers, people who inject drugs, men who have sex with men, and transgender individuals, and PLHIV and their partners",0.188578933795979,"22077536.55","0.16","0.8",0.489788303508406,"70006421","0.03","0.8"
"77","C7","Health center","Chronic","Mortality reduction; under-5",1,"In high malaria transmission settings, intermittent preventive treatment in pregnancy",0.449507807402958,"38852051.48","0.36","0.8",1.02279218272409,"76272105","0.5","0.8"
"78","C8","Community","Urgent","Mortality reduction; under-5",1,"Management of severe acute malnutrition, including early detection in community settings",2.03890549785225,"3548622.0","0.5105","0.8",4.42628231027271,"1.3390505E7","0.6612","0.8"
"79","C9","Community","Urgent","Mortality reduction; under-5",1,"Detection and treatment of childhood infections (iCCM), including referral if danger signs",9.36758612021975,"1.26352848E8","0.5105","0.8",20.1239844522257,"2.86345908E8","0.6612","0.8"
"80","C99","Community","Urgent","Mortality reduction; under-5",1,"Basic neonatal resuscitation following delivery",1.35891998467419,"1080577.0","0.27","0.8",1.72400296563143,"2380230.0","0.38","0.8"
"81","FLH1","First-level hospital","Chronic","Reduction in disability",0,"Detection and management of fetal growth restriction",186.251418716059,"1127995.0","0.39","0.8",311.436690339076,"2333375.0","0.5","0.8"
"82","FLH10","First-level hospital","Time-bound (non-urgent)","Non-health outcomes",1,"Surgical termination of pregnancy by manual vacuum aspiration and dilation and curettage",107.776727965888,"7935256.0","0.01","0.8",138.042439449437,"1.5312253E7","0.03","0.8"
"83","FLH13","First-level hospital","Chronic","Mortality reduction: age 5+; group II-III causes",1,"Early detection and treatment of early-stage cervical cancer",42.303870988175,"112123.0","0.1","0.8",56.2633248641862,"195878.0","0.2","0.8"
"84","FLH15","First-level hospital","Time-bound (non-urgent)","Non-health outcomes",1,"Tubal ligation",107.776727965888,"722058.26","0.01","0.8",138.042439449437,"14719806.5","0.03","0.8"
"85","FLH16","First-level hospital","Time-bound (non-urgent)","Non-health outcomes",1,"Vasectomy",107.776727965888,"10832.6","0.01","0.8",138.042439449437,"33068.04","0.03","0.8"
"86","FLH17","First-level hospital","Chronic","Mortality reduction: age 5+; group I causes",1,"Referral of cases of treatment failure for drug susceptibility testing; enrollment of those with MDR-TB for treatment per WHO guidelines (either short or long regimen)",3447.36777291136,"26562.0","0.56","0.8",4482.46617791265,"103182.0","0.54","0.8"
"87","FLH18.1","First-level hospital","Urgent","Mortality reduction: age 5+; group I causes",1,"Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock",25.8074754670829,"1.0433848E7","0.19","0.8",55.8295330210434,"2.8736051E7","0.49","0.8"
"88","FLH18.2","First-level hospital","Urgent","Mortality reduction: age 5+; group I causes",1,"Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock",44.7227657319657,"1.0433848E7","0.19","0.8",94.0932700360672,"2.8736051E7","0.49","0.8"
"89","FLH18.3","First-level hospital","Urgent","Mortality reduction: age 5+; group I causes",1,"Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock",16.0917470311904,"1.0433848E7","0.19","0.8",37.6988350366803,"2.8736051E7","0.49","0.8"
"90","FLH19.1","First-level hospital","Urgent","Mortality reduction; under-5",1,"Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT",0.000324262017909113,"2076015.0","0.19","0.8",0.000740890242062005,"1965971.0","0.49","0.8"
"91","FLH19.2","First-level hospital","Urgent","Mortality reduction; under-5",1,"Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT",63.3044170378957,"5463197.0","0.19","0.8",146.944246095887,"8622680.0","0.49","0.8"
"92","FLH2","First-level hospital","Urgent","Mortality reduction; under-5",1,"Induction of labor post-term",2.10936833441964,"4036769.0","0.39","0.8",2.8496754902496,"8572535.0","0.5","0.8"
"93","FLH20","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",0,"Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)",1213.73303881648,"1483178.0","0.04","0.8",1544.76098477995,"7449455.0","0.31","0.8"
"94","FLH21.1","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",0,"Management of acute critical limb ischemia with unfractionated heparin and revascularization where available, with amputation as a last resort",775.746906770776,"1094250.0","0.04","0.8",1046.62766340281,"4246388.0","0.31","0.8"
"95","FLH22","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",0,"Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy",187.2575337294,"1.5563596E7","0.05","0.8",398.092442230695,"3.6726611E7","0.08","0.8"
"96","FLH23","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Medical management of acute heart failure",845.950137783528,"1254950.0","0.04","0.8",1159.06480852947,"6009450.0","0.31","0.8"
"97","FLH24","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Management of bowel obstruction",215.553455931777,"127010.0","0.01","0.8",276.084878898875,"482364.0","0.03","0.8"
"98","FLH25","First-level hospital","Chronic","Reduction in disability",0,"Calcium and vitamin D supplementation for secondary prevention of osteoporosis",9.13854593892577,"1.7744692E7","0.05","0.8",11.2675258719502,"8.3159117E7","0.08","0.8"
"99","FLH26","First-level hospital","Chronic","Reduction in disability",1,"Combination therapy, including low-dose corticosteroids and generic disease-modifying antirheumatic drugs (including methotrexate), for individuals with moderate to severe rheumatoid arthritis",84.5064440396268,"1706809.0","0.05","0.8",93.9362183656172,"5277509.0","0.08","0.8"
"100","FLH27","First-level hospital","Time-bound (non-urgent)","Mortality reduction; under-5",1,"In settings where sickle cell disease is a public health concern, universal newborn screening followed by standard prophylaxis against bacterial infections and malaria",6.94537640510284,"2.8199878E7","0.05","0.8",10.2978146434797,"5.8334371E7","0.08","0.8"
"101","FLH28","First-level hospital","Time-bound (non-urgent)","Reduction in disability",0,"In settings where specific single-gene disorders are a public health concern (for example, thalassemias), retrospective identification of carriers plus prospective (premarital) screening and counseling to reduce rates of conception",60.4099620664548,"4074759.0","0.05","0.8",94.9353793483812,"2.6098219E7","0.08","0.8"
"102","FLH29.1","First-level hospital","Time-bound (non-urgent)","Reduction in disability",1,"Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings",0.574663887126726,"2.8199878E7","0.05","0.8",1.02108311888399,"5.8334371E7","0.08","0.8"
"103","FLH29.2","First-level hospital","Time-bound (non-urgent)","Reduction in disability",1,"Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings",983.742479919936,"501161.0","0.05","0.8",1747.94843051241,"1013294.0","0.08","0.8"
"104","FLH3","First-level hospital","Urgent","Mortality reduction; under-5",1,"Jaundice management with phototherapy",42.6234380267583,"2795.0","0.2734","0.8",49.032672581341,"5169.0","0.3755","0.8"
"105","FLH30","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",0,"Management of intoxication/poisoning syndromes using widely available agents; e.g., activated charcoal, naloxone, bicarbonate, antivenin",63.8786615225843,"515761.0","0.05","0.8",87.984424677618,"1375135.0","0.08","0.8"
"106","FLH31","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Appendectomy",215.553455931777,"2541498.0","0.01","0.8",276.084878898875,"1.0100939E7","0.03","0.8"
"107","FLH32","First-level hospital","Urgent","Mortality reduction; under-5",1,"Assisted vaginal delivery using vacuum extraction or forceps",21.5553455931777,"819767.0","0.01","0.8",27.6084878898875,"1743255.0","0.03","0.8"
"108","FLH33","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",0,"Burr hole to relieve acute elevated intracranial pressure",215.553455931777,"167097.0","0.01","0.8",276.084878898875,"620111.0","0.03","0.8"
"109","FLH34","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Colostomy",215.553455931777,"3314.0","0.01","0.8",276.084878898875,"14661.0","0.03","0.8"
"110","FLH35","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",0,"Escharotomy or fasciotomy",215.553455931777,"23391.0","0.01","0.8",276.084878898875,"54962.0","0.03","0.8"
"111","FLH36","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Fracture reduction and placement of external fixator and use of traction for fractures",107.776727965888,"1044362.0","0.01","0.8",138.042439449437,"3538161.0","0.03","0.8"
"112","FLH37","First-level hospital","Urgent","Reduction in disability",1,"Hernia repair including emergency surgery",215.553455931777,"215525.0","0.01","0.8",276.084878898875,"1094767.0","0.03","0.8"
"113","FLH38","First-level hospital","Urgent","Mortality reduction: age 5+; group I causes",1,"Hysterectomy for uterine rupture or intractable postpartum hemorrhage",215.553455931777,"30898.0","0.01","0.8",276.084878898875,"63915.0","0.03","0.8"
"114","FLH39","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Irrigation and debridement of open fractures",215.553455931777,"292369.0","0.01","0.8",276.084878898875,"990509.0","0.03","0.8"
"115","FLH4","First-level hospital","Urgent","Mortality reduction: age 5+; group I causes",1,"Management of eclampsia with magnesium sulfate, including initial stabilization at health centers",50.6755459956486,"1009192.0","0.39","0.8",63.3824619717438,"1714507.0","0.5","0.8"
"116","FLH40","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Management of osteomyelitis, including surgical debridement for refractory cases",215.553455931777,"55245.0","0.01","0.8",276.084878898875,"187141.0","0.03","0.8"
"117","FLH41","First-level hospital","Urgent","Mortality reduction: age 5+; group II-III causes",1,"Management of septic arthritis",107.776727965888,"110490.0","0.01","0.8",138.042439449437,"374283.0","0.03","0.8"
